domgi	accession	taxid	taxOrg	nPig	nGi
200311	TIGR03687	1660	Schaalia odontolytica	3	9
200311	TIGR03687	1707	Cellulomonas	3	8
200311	TIGR03687	2000	Streptosporangium	3	8
200311	TIGR03687	36814	Mycolicibacterium rhodesiae	3	8
200311	TIGR03687	1725	Corynebacterium xerosis	3	7
200311	TIGR03687	1888	Streptomyces albus	3	6
200311	TIGR03687	2047	Rothia dentocariosa	3	6
200311	TIGR03687	193462	Streptomyces niveus	3	6
200311	TIGR03687	1718	Corynebacterium glutamicum	3	5
200311	TIGR03687	37923	Rothia kristinae	3	5
200311	TIGR03687	42234	Streptomyces acidiscabies	3	5
200311	TIGR03687	108486	Corynebacterium falsenii	3	5
200311	TIGR03687	139208	Isoptericola variabilis	3	5
200311	TIGR03687	2013	Nocardiopsis	3	4
200311	TIGR03687	418495	Saccharopolyspora shandongensis	3	4
200311	TIGR03687	249581	Streptomyces ossamyceticus	3	3
200311	TIGR03687	2026762	Micrococcales bacterium	3	3
200311	TIGR03687	120793	Mycobacterium avium complex (MAC)	2	101
200311	TIGR03687	1680	Bifidobacterium adolescentis	2	51
200311	TIGR03687	85007	Corynebacteriales	2	40
200311	TIGR03687	1653	Corynebacteriaceae	2	28
200311	TIGR03687	36808	Corynebacterium bovis	2	22
200311	TIGR03687	1847	Pseudonocardia	2	19
200311	TIGR03687	182639	Kribbella	2	18
200311	TIGR03687	1768	Mycobacterium kansasii	2	10
200311	TIGR03687	1836	Saccharopolyspora erythraea	2	10
200311	TIGR03687	2052	Mobiluncus mulieris	2	10
200311	TIGR03687	185283	unclassified Propionibacteriaceae	2	10
200311	TIGR03687	2040	Aeromicrobium	2	9
200311	TIGR03687	96242	Nitrospira cf. moscoviensis SBR1015	2	9
200311	TIGR03687	2	Bacteria	2	8
200311	TIGR03687	1849	Actinopolyspora	2	8
200311	TIGR03687	1860	Geodermatophilus	2	8
200311	TIGR03687	31958	Amycolatopsis orientalis	2	8
200311	TIGR03687	57704	Tsukamurella tyrosinosolvens	2	8
200311	TIGR03687	157920	Cellulosimicrobium	2	7
200311	TIGR03687	161879	Corynebacterium kroppenstedtii	2	7
200311	TIGR03687	2026255	Corynebacterium hadale	2	7
200311	TIGR03687	1658	Actinomyces bovis	2	6
200311	TIGR03687	1724	Corynebacterium renale	2	6
200311	TIGR03687	1912	Streptomyces hygroscopicus	2	6
200311	TIGR03687	38301	Corynebacterium minutissimum	2	6
200311	TIGR03687	43668	Brachybacterium	2	6
200311	TIGR03687	78258	Parascardovia denticolens	2	6
200311	TIGR03687	1689	Bifidobacterium dentium	2	5
200311	TIGR03687	2061	Tsukamurella paurometabola	2	5
200311	TIGR03687	2074	Pseudonocardia autotrophica	2	5
200311	TIGR03687	37928	Arthrobacter crystallopoietes	2	5
200311	TIGR03687	43768	Corynebacterium matruchotii	2	5
200311	TIGR03687	60894	Saccharopolyspora spinosa	2	5
200311	TIGR03687	65496	Actinoalloteichus	2	5
200311	TIGR03687	85043	Williamsia	2	5
200311	TIGR03687	256701	Glutamicibacter arilaitensis	2	5
200311	TIGR03687	361575	Pseudarthrobacter phenanthrenivorans	2	5
200311	TIGR03687	656366	Arthrobacter alpinus	2	5
200311	TIGR03687	706438	Actinomyces sp. oral taxon 171	2	5
200311	TIGR03687	762209	Bifidobacterium callitrichos	2	5
200311	TIGR03687	1160091	Alloscardovia macacae	2	5
200311	TIGR03687	1727	Corynebacterium variabile	2	4
200311	TIGR03687	1781	Mycobacterium marinum	2	4
200311	TIGR03687	1783	Mycobacterium scrofulaceum	2	4
200311	TIGR03687	1790	Mycobacterium asiaticum	2	4
200311	TIGR03687	1797	Mycolicibacterium thermoresistibile	2	4
200311	TIGR03687	1861	Geodermatophilus obscurus	2	4
200311	TIGR03687	1863	Dermatophilus congolensis	2	4
200311	TIGR03687	28042	Saccharopolyspora rectivirgula	2	4
200311	TIGR03687	37921	Arthrobacter agilis	2	4
200311	TIGR03687	40988	Saccharomonospora azurea	2	4
200311	TIGR03687	52771	Actinomyces howellii	2	4
200311	TIGR03687	52774	Actinomyces slackii	2	4
200311	TIGR03687	55565	Actinomyces graevenitzii	2	4
200311	TIGR03687	78344	Bifidobacterium gallinarum	2	4
200311	TIGR03687	85336	Rothia nasimurium	2	4
200311	TIGR03687	100225	Austwickia chelonae	2	4
200311	TIGR03687	131109	Actinomyces bowdenii	2	4
200311	TIGR03687	138336	Blastococcus saxobsidens	2	4
200311	TIGR03687	158787	Bifidobacterium scardovii	2	4
200311	TIGR03687	159449	Streptomyces scabrisporus	2	4
200311	TIGR03687	168697	Salinispora arenicola	2	4
200311	TIGR03687	202789	Actinobaculum massiliense	2	4
200311	TIGR03687	234835	Brevibacterium antiquum	2	4
200311	TIGR03687	300028	Rhodococcus triatomae	2	4
200311	TIGR03687	332524	Actinomyces ruminicola	2	4
200311	TIGR03687	409290	Arthrobacter oryzae	2	4
200311	TIGR03687	461393	Actinomyces massiliensis	2	4
200311	TIGR03687	722731	Mycobacterium shigaense	2	4
200311	TIGR03687	857417	Janibacter indicus	2	4
200311	TIGR03687	995062	Actinopolyspora saharensis	2	4
200311	TIGR03687	1282737	Flaviflexus salsibiostraticola	2	4
200311	TIGR03687	1528099	Lawsonella clevelandensis	2	4
200311	TIGR03687	1581133	Actinomyces sp. HMSC08A09	2	4
200311	TIGR03687	1690221	Streptomyces spongiicola	2	4
200311	TIGR03687	1987376	Pseudonocardia sp. N23	2	4
200311	TIGR03687	2496867	Flaviflexus sp. H23T48	2	4
200311	TIGR03687	2530387	Saccharopolyspora sp. 7K502	2	4
200311	TIGR03687	813	Chlamydia trachomatis	2	3
200311	TIGR03687	1661	Trueperella pyogenes	2	3
200311	TIGR03687	1791	Mycolicibacterium aurum	2	3
200311	TIGR03687	1893	Streptomyces atratus	2	3
200311	TIGR03687	1911	Streptomyces griseus	2	3
200311	TIGR03687	38305	Corynebacterium vitaeruminis	2	3
200311	TIGR03687	47716	Streptomyces olivaceus	2	3
200311	TIGR03687	53458	Janibacter limosus	2	3
200311	TIGR03687	60920	Sanguibacter keddieii	2	3
200311	TIGR03687	88382	Promicromonospora sukumoe	2	3
200311	TIGR03687	136273	Kocuria polaris	2	3
200311	TIGR03687	161890	Corynebacterium mastitidis	2	3
200311	TIGR03687	164348	Streptomyces puniciscabiei	2	3
200311	TIGR03687	186189	Xylanimonas cellulosilytica	2	3
200311	TIGR03687	223184	Kocuria marina	2	3
200311	TIGR03687	225326	Corynebacterium halotolerans	2	3
200311	TIGR03687	262209	Janibacter melonis	2	3
200311	TIGR03687	290399	Arthrobacter sp. FB24	2	3
200311	TIGR03687	370736	Zhihengliuella halotolerans	2	3
200311	TIGR03687	384677	Ornithinimicrobium pekingense	2	3
200311	TIGR03687	544581	Actinomyces johnsonii	2	3
200311	TIGR03687	656024	Frankia symbiont of Datisca glomerata	2	3
200311	TIGR03687	758802	Mycolicibacterium litorale	2	3
200311	TIGR03687	1161409	Bifidobacterium sp. MSTE12	2	3
200311	TIGR03687	1231000	Corynebacterium lactis	2	3
200311	TIGR03687	1348852	Mumia flava	2	3
200311	TIGR03687	1588020	Arthrobacter sp. Hiyo1	2	3
200311	TIGR03687	2044937	candidate division KSB3 bacterium	2	3
200311	TIGR03687	1659	Actinomyces israelii	2	2
200311	TIGR03687	1785	Mycobacterium sp.	2	2
200311	TIGR03687	1850	Actinopolyspora halophila	2	2
200311	TIGR03687	1905	Streptomyces exfoliatus	2	2
200311	TIGR03687	2065	Kitasatospora phosalacinea	2	2
200311	TIGR03687	28443	Herbidospora	2	2
200311	TIGR03687	29317	Actinomyces sp.	2	2
200311	TIGR03687	43669	Brachybacterium faecium	2	2
200311	TIGR03687	52769	Actinomyces gerencseriae	2	2
200311	TIGR03687	198730	Talaromyces verruculosus	2	2
200311	TIGR03687	285351	Sanguibacter marinus	2	2
200311	TIGR03687	319054	Janibacter anophelis	2	2
200311	TIGR03687	356829	Bifidobacterium tsurumiense	2	2
200311	TIGR03687	645465	Streptomyces sp. e14	2	2
200311	TIGR03687	696763	Thermasporomyces composti	2	2
200311	TIGR03687	1185650	Mycobacteroides abscessus subsp. abscessus	2	2
200311	TIGR03687	1463884	Streptomyces sp. NRRL S-146	2	2
200311	TIGR03687	1500506	Halopolyspora algeriensis	2	2
200311	TIGR03687	1736486	Kitasatospora sp. Root187	2	2
200311	TIGR03687	1761903	Streptomyces sp. cf124	2	2
200311	TIGR03687	1801659	candidate division NC10 bacterium RIFCSPLOWO2_12_FULL_66_18	2	2
200311	TIGR03687	1805366	Candidatus Rokubacteria bacterium 13_1_40CM_68_15	2	2
200311	TIGR03687	1827605	Streptomyces sp. 69	2	2
200311	TIGR03687	1838281	Streptomyces sp. SolWspMP-5a-2	2	2
200311	TIGR03687	1839783	Streptomyces sp. DI166	2	2
200311	TIGR03687	1855349	Streptomyces sp. Ag109_O5-10	2	2
200311	TIGR03687	1938851	Streptomyces sp. Ag109_O5-1	2	2
200311	TIGR03687	2026763	Myxococcales bacterium	2	2
200311	TIGR03687	2026769	Nitrospinae bacterium	2	2
200311	TIGR03687	2057743	Actinomyces sp. 299	2	2
200311	TIGR03687	2072014	Actinomyces sp. 553	2	2
200311	TIGR03687	2358460	Nitrospirales bacterium	2	2
200311	TIGR03687	2512153	Streptomyces sp. BK674	2	2
200311	TIGR03687	2512155	Streptomyces sp. BK239	2	2
200311	TIGR03687	2512167	Streptomyces sp. BK561	2	2
200311	TIGR03687	702459	Bifidobacterium bifidum PRL2010	1	41
200311	TIGR03687	196627	Corynebacterium glutamicum ATCC 13032	1	34
200311	TIGR03687	348776	Mycobacterium tuberculosis C	1	30
200311	TIGR03687	246196	Mycolicibacterium smegmatis MC2 155	1	25
200311	TIGR03687	100226	Streptomyces coelicolor A3(2)	1	15
200311	TIGR03687	272631	Mycobacterium leprae TN	1	11
200311	TIGR03687	749927	Amycolatopsis mediterranei U32	1	11
200311	TIGR03687	47845	Brachybacterium alimentarium	1	10
200311	TIGR03687	1392000	Mycobacterium avium 10-5581	1	10
200311	TIGR03687	1609135	Streptomyces sp. NRRL S-104	1	10
200311	TIGR03687	33903	Streptomyces avermitilis	1	9
200311	TIGR03687	37332	Nocardia seriolae	1	9
200311	TIGR03687	1392002	Mycobacterium avium 05-4293	1	9
200311	TIGR03687	1805374	Candidatus Rokubacteria bacterium 13_2_20CM_70_12	1	9
200311	TIGR03687	948102	Mycobacteroides franklinii	1	8
200311	TIGR03687	1463871	Streptomyces sp. NRRL F-5727	1	8
200311	TIGR03687	1805369	Candidatus Rokubacteria bacterium 13_2_20CM_2_64_8	1	8
200311	TIGR03687	36739	Dermabacter	1	7
200311	TIGR03687	56689	Mycolicibacterium mucogenicum	1	7
200311	TIGR03687	2070366	Salinispora sp. 13K206	1	7
200311	TIGR03687	1657	Actinobaculum suis	1	6
200311	TIGR03687	1705	Corynebacterium stationis	1	6
200311	TIGR03687	1901	Streptomyces clavuligerus	1	6
200311	TIGR03687	2021	Thermobifida fusca	1	6
200311	TIGR03687	29311	Mycobacterium haemophilum	1	6
200311	TIGR03687	47312	Tsukamurella pulmonis	1	6
200311	TIGR03687	103621	Actinomyces urogenitalis	1	6
200311	TIGR03687	178606	Leptospirillum ferriphilum	1	6
200311	TIGR03687	285458	Streptomyces agglomeratus	1	6
200311	TIGR03687	367298	Phycicoccus	1	6
200311	TIGR03687	401473	Bifidobacterium dentium Bd1	1	6
200311	TIGR03687	1001721	Mycobacteroides abscessus 3A-0119-R	1	6
200311	TIGR03687	1571774	Streptomyces sp. RSD-27	1	6
200311	TIGR03687	1618614	Candidatus Azambacteria bacterium GW2011_GWA2_45_90	1	6
200311	TIGR03687	179	Leptospirillum	1	5
200311	TIGR03687	1686	Bifidobacterium catenulatum	1	5
200311	TIGR03687	2049	Actinomycetaceae	1	5
200311	TIGR03687	2063	Kitasatospora	1	5
200311	TIGR03687	35755	Corynebacterium kutscheri	1	5
200311	TIGR03687	43769	Corynebacterium propinquum	1	5
200311	TIGR03687	53355	Terrabacter	1	5
200311	TIGR03687	58113	Glycomyces	1	5
200311	TIGR03687	66430	Streptomyces roseus	1	5
200311	TIGR03687	1069494	Trueperella	1	5
200311	TIGR03687	1477506	Prauserella sp. YIM 121212	1	5
200311	TIGR03687	1797304	Candidatus Azambacteria bacterium RIFCSPLOWO2_01_FULL_44_84	1	5
200311	TIGR03687	1978765	Nitrospira sp. ST-bin5	1	5
200311	TIGR03687	1697	Corynebacterium ammoniagenes	1	4
200311	TIGR03687	1708	Cellulomonas fimi	1	4
200311	TIGR03687	1713	Oerskovia turbata	1	4
200311	TIGR03687	1801	Mycolicibacterium diernhoferi	1	4
200311	TIGR03687	1809	Mycobacterium ulcerans	1	4
200311	TIGR03687	1852	Saccharomonospora viridis	1	4
200311	TIGR03687	1865	Actinoplanes	1	4
200311	TIGR03687	2029	Kibdelosporangium	1	4
200311	TIGR03687	2070	Pseudonocardiaceae	1	4
200311	TIGR03687	28264	Arcanobacterium haemolyticum	1	4
200311	TIGR03687	28445	Mycobacterium intermedium	1	4
200311	TIGR03687	29313	Mycobacterium shimoidei	1	4
200311	TIGR03687	33889	Brevibacterium casei	1	4
200311	TIGR03687	38290	Corynebacterium macginleyi	1	4
200311	TIGR03687	43674	Jonesia denitrificans	1	4
200311	TIGR03687	46351	Mycolicibacterium hassiacum	1	4
200311	TIGR03687	152794	Corynebacterium efficiens	1	4
200311	TIGR03687	162491	Oerskovia	1	4
200311	TIGR03687	184870	Varibaculum cambriense	1	4
200311	TIGR03687	240840	Actinomadura meyerae	1	4
200311	TIGR03687	398843	Rhodococcus kyotonensis	1	4
200311	TIGR03687	446465	Brachybacterium faecium DSM 4810	1	4
200311	TIGR03687	504798	Alloactinosynnema album	1	4
200311	TIGR03687	530584	Prauserella marina	1	4
200311	TIGR03687	672460	Branchiibius hedensis	1	4
200311	TIGR03687	673534	Plantactinospora	1	4
200311	TIGR03687	933944	Streptomyces abyssalis	1	4
200311	TIGR03687	943815	Streptomyces shenzhenensis	1	4
200311	TIGR03687	1469144	Streptomyces thermoautotrophicus	1	4
200311	TIGR03687	1640509	Candidatus Rokubacteria bacterium CSP1-6	1	4
200311	TIGR03687	1653174	Actinotignum	1	4
200311	TIGR03687	1802107	Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_73_56	1	4
200311	TIGR03687	1802266	Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_51_22	1	4
200311	TIGR03687	1805275	Nitrospirae bacterium 13_2_20CM_62_7	1	4
200311	TIGR03687	1817752	Nitrospirae bacterium GWA2_42_11	1	4
200311	TIGR03687	1827603	Streptomyces sp. 67	1	4
200311	TIGR03687	1858794	Mycobacterium talmoniae	1	4
200311	TIGR03687	1866885	Mycolicibacterium	1	4
200311	TIGR03687	1931232	Marinateneraspora sediminis	1	4
200311	TIGR03687	2020331	Streptomyces sp. TSRI0384-2	1	4
200311	TIGR03687	2249310	Mycobacterium simiae complex	1	4
200311	TIGR03687	1646	Renibacterium salmoninarum	1	3
200311	TIGR03687	1656	Actinomyces viscosus	1	3
200311	TIGR03687	1683	Bifidobacterium angulatum	1	3
200311	TIGR03687	1710	Cellulosimicrobium cellulans	1	3
200311	TIGR03687	1720	Corynebacterium sp.	1	3
200311	TIGR03687	1780	Mycobacterium malmoense	1	3
200311	TIGR03687	1810	Mycolicibacterium vaccae	1	3
200311	TIGR03687	1877	Micromonospora echinospora	1	3
200311	TIGR03687	1915	Streptomyces lincolnensis	1	3
200311	TIGR03687	2020	Thermomonospora curvata	1	3
200311	TIGR03687	2045	Pimelobacter simplex	1	3
200311	TIGR03687	2054	Gordonia bronchialis	1	3
200311	TIGR03687	2071	Saccharothrix	1	3
200311	TIGR03687	28049	Acidothermus cellulolyticus	1	3
200311	TIGR03687	29321	Corynebacterium otitidis	1	3
200311	TIGR03687	33984	Luteococcus japonicus	1	3
200311	TIGR03687	35757	Corynebacterium cystitidis	1	3
200311	TIGR03687	35760	Bifidobacterium choerinum	1	3
200311	TIGR03687	38501	Blastococcus	1	3
200311	TIGR03687	39845	Actinokineospora	1	3
200311	TIGR03687	40566	Actinosynnema	1	3
200311	TIGR03687	43354	Prauserella rugosa	1	3
200311	TIGR03687	47839	Mycobacterium triplex	1	3
200311	TIGR03687	47865	Micromonospora inositola	1	3
200311	TIGR03687	53358	Intrasporangium calvum	1	3
200311	TIGR03687	54571	Streptomyces venezuelae	1	3
200311	TIGR03687	55952	Streptomyces toyocaensis	1	3
200311	TIGR03687	56425	Mycobacterium bohemicum	1	3
200311	TIGR03687	75294	Saccharomonospora xinjiangensis	1	3
200311	TIGR03687	76022	Amycolatopsis sulphurea	1	3
200311	TIGR03687	78342	Bifidobacterium gallicum	1	3
200311	TIGR03687	78345	Bifidobacterium merycicum	1	3
200311	TIGR03687	85006	Micrococcales	1	3
200311	TIGR03687	131568	Kineococcus radiotolerans	1	3
200311	TIGR03687	139021	Dietzia psychralcaliphila	1	3
200311	TIGR03687	155974	Actinokineospora terrae	1	3
200311	TIGR03687	156978	Corynebacterium imitans	1	3
200311	TIGR03687	156980	Arthrobacter woluwensis	1	3
200311	TIGR03687	161896	Corynebacterium camporealensis	1	3
200311	TIGR03687	165301	Lentzea	1	3
200311	TIGR03687	169133	Citricoccus	1	3
200311	TIGR03687	188626	Dermacoccus sp. Ellin185	1	3
200311	TIGR03687	195964	Asanoa	1	3
200311	TIGR03687	218140	Bifidobacterium psychraerophilum	1	3
200311	TIGR03687	239498	Tsukamurella pseudospumae	1	3
200311	TIGR03687	254250	Isoptericola	1	3
200311	TIGR03687	281472	Jiangella	1	3
200311	TIGR03687	291594	Micromonospora rifamycinica	1	3
200311	TIGR03687	302449	Corynebacterium tuscaniense	1	3
200311	TIGR03687	317664	Quadrisphaera granulorum	1	3
200311	TIGR03687	339268	Mycobacterium colombiense	1	3
200311	TIGR03687	364298	Janibacter hoylei	1	3
200311	TIGR03687	410332	Gordonia malaquae	1	3
200311	TIGR03687	455193	Saccharopolyspora antimicrobica	1	3
200311	TIGR03687	455432	Nocardia terpenica	1	3
200311	TIGR03687	457431	Streptomyces filamentosus NRRL 15998	1	3
200311	TIGR03687	492776	Streptomyces sp. 1	1	3
200311	TIGR03687	518643	Bifidobacterium mongoliense	1	3
200311	TIGR03687	531939	Lechevalieria deserti	1	3
200311	TIGR03687	556288	Brachybacterium saurashtrense	1	3
200311	TIGR03687	587909	Yuhushiella deserti	1	3
200311	TIGR03687	598660	Corynebacterium pyruviciproducens	1	3
200311	TIGR03687	638617	Bifidobacterium bohemicum	1	3
200311	TIGR03687	649739	Actinomyces sp. oral taxon 848	1	3
200311	TIGR03687	652017	Nesterenkonia sp. AN1	1	3
200311	TIGR03687	683150	Arthrobacter nitrophenolicus	1	3
200311	TIGR03687	703222	Kibdelosporangium sp. MJ126-NF4	1	3
200311	TIGR03687	712888	Actinobaculum sp. oral taxon 183	1	3
200311	TIGR03687	748909	Nocardioides alpinus	1	3
200311	TIGR03687	860221	Georgenia satyanarayanai	1	3
200311	TIGR03687	875328	Mycolicibacter sinensis	1	3
200311	TIGR03687	912594	Mycolicibacterium iranicum	1	3
200311	TIGR03687	987063	Pseudoscardovia suis	1	3
200311	TIGR03687	993070	Arthrobacter enclensis	1	3
200311	TIGR03687	993071	Arthrobacter sp. NIO-1057	1	3
200311	TIGR03687	1091046	Mycobacteroides abscessus subsp. bolletii BD	1	3
200311	TIGR03687	1144553	Nonomuraea solani	1	3
200311	TIGR03687	1160973	Auritidibacter	1	3
200311	TIGR03687	1286821	Streptomyces sp. WMMB 322	1	3
200311	TIGR03687	1288036	Mycobacterium marinum MB2	1	3
200311	TIGR03687	1300267	Streptomyces zhaozhouensis	1	3
200311	TIGR03687	1389713	Mycobacterium paragordonae	1	3
200311	TIGR03687	1415542	Saccharothrix sp. NRRL B-16348	1	3
200311	TIGR03687	1437453	Streptomyces leeuwenhoekii	1	3
200311	TIGR03687	1519489	Streptomyces sp. AS58	1	3
200311	TIGR03687	1519495	Streptomyces sp. NRRL F-6491	1	3
200311	TIGR03687	1546107	Streptomyces sp. NBRC 110027	1	3
200311	TIGR03687	1618555	Candidatus Woesebacteria bacterium GW2011_GWA1_41_13b	1	3
200311	TIGR03687	1630135	Dermabacter vaginalis	1	3
200311	TIGR03687	1641401	Dermacoccus sp. PE3	1	3
200311	TIGR03687	1655439	Jishengella sp. NA12	1	3
200311	TIGR03687	1658518	Nitrospira sp. ND1	1	3
200311	TIGR03687	1736379	Marmoricola sp. Leaf446	1	3
200311	TIGR03687	1736459	Cellulomonas sp. Root137	1	3
200311	TIGR03687	1797296	Candidatus Azambacteria bacterium RIFCSPHIGHO2_02_FULL_52_12	1	3
200311	TIGR03687	1801717	Nitrospirae bacterium RIFCSPLOWO2_02_FULL_62_14	1	3
200311	TIGR03687	1802095	Candidatus Rokubacteria bacterium GWA2_70_23	1	3
200311	TIGR03687	1805270	Nitrospirae bacterium 13_1_40CM_62_7	1	3
200311	TIGR03687	1805353	Candidatus Rokubacteria bacterium 13_1_40CM_2_68_13	1	3
200311	TIGR03687	1805372	Candidatus Rokubacteria bacterium 13_2_20CM_69_15_1	1	3
200311	TIGR03687	1836972	Frankia canadensis	1	3
200311	TIGR03687	1881028	Nocardioides sp. YR527	1	3
200311	TIGR03687	1892869	Actinomyces glycerinitolerans	1	3
200311	TIGR03687	1909395	Nonomuraea sp. ATCC 55076	1	3
200311	TIGR03687	1921764	Actinomyces liubingyangii	1	3
200311	TIGR03687	1981511	Phytoactinopolyspora sp. YIM 96934	1	3
200311	TIGR03687	1985129	Nitrospira sp. CG24E	1	3
200311	TIGR03687	2029858	Kocuria sp. WRN011	1	3
200311	TIGR03687	2035243	Streptomyces sp. 57	1	3
200311	TIGR03687	2036823	Corynebacterium heidelbergense	1	3
200311	TIGR03687	2055946	Kocuria tytonicola	1	3
200311	TIGR03687	2070365	Sphaerisporangium sp. 7K107	1	3
200311	TIGR03687	2079536	Actinomyces sp. Z16	1	3
200311	TIGR03687	2079793	Aeromicrobium sp. 592	1	3
200311	TIGR03687	2099583	Streptomyces sp. ICC1	1	3
200311	TIGR03687	2126281	Mycolicibacillus	1	3
200311	TIGR03687	2135609	Streptomyces sp. VMFN-G11Ma	1	3
200311	TIGR03687	2135723	Promicromonospora sp. AC04	1	3
200311	TIGR03687	2135747	Mycobacterium sp. YR782	1	3
200311	TIGR03687	2170745	Auritidibacter sp. NML130574	1	3
200311	TIGR03687	2171980	Actinobaculum	1	3
200311	TIGR03687	2183996	Rhodococcus sp. AG1013	1	3
200311	TIGR03687	2200763	Microbispora triticiradicis	1	3
200311	TIGR03687	2259644	Streptomyces sp. YIM 130001	1	3
200311	TIGR03687	11	Cellulomonas gilvus	1	2
200311	TIGR03687	199	Campylobacter concisus	1	2
200311	TIGR03687	1688	Bifidobacterium cuniculi	1	2
200311	TIGR03687	1691	Bifidobacterium indicum	1	2
200311	TIGR03687	1692	Bifidobacterium magnum	1	2
200311	TIGR03687	1693	Bifidobacterium minimum	1	2
200311	TIGR03687	1709	Cellulomonas biazotea	1	2
200311	TIGR03687	1711	Cellulomonas flavigena	1	2
200311	TIGR03687	1721	Corynebacterium callunae	1	2
200311	TIGR03687	1766	Mycolicibacterium fortuitum	1	2
200311	TIGR03687	1776	Mycolicibacterium flavescens	1	2
200311	TIGR03687	1786	Mycolicibacterium sphagni	1	2
200311	TIGR03687	1787	Mycobacterium szulgai	1	2
200311	TIGR03687	1792	Mycolicibacterium chitae	1	2
200311	TIGR03687	1798	Mycolicibacillus trivialis	1	2
200311	TIGR03687	1823	Nocardia otitidiscaviarum	1	2
200311	TIGR03687	1844	Nocardioides luteus	1	2
200311	TIGR03687	1848	Pseudonocardia thermophila	1	2
200311	TIGR03687	1866	Actinoplanes missouriensis	1	2
200311	TIGR03687	1869	Actinoplanes utahensis	1	2
200311	TIGR03687	1881	Micromonospora viridifaciens	1	2
200311	TIGR03687	1894	Kitasatospora aureofaciens	1	2
200311	TIGR03687	1907	Streptomyces glaucescens	1	2
200311	TIGR03687	1927	Streptomyces rimosus	1	2
200311	TIGR03687	1943	Streptomyces griseoruber	1	2
200311	TIGR03687	1950	Streptomyces peucetius	1	2
200311	TIGR03687	1971	Streptomyces noursei	1	2
200311	TIGR03687	1992	Actinomadura echinospora	1	2
