domgi	accession	taxid	taxOrg	nPig	nGi
334026	pfam00352	10029	Cricetulus griseus	6	36
334026	pfam00352	31033	Takifugu rubripes	6	16
334026	pfam00352	2208	Methanosarcina barkeri	6	15
334026	pfam00352	3760	Prunus persica	6	15
334026	pfam00352	15368	Brachypodium distachyon	6	15
334026	pfam00352	7230	Drosophila mojavensis	6	12
334026	pfam00352	46245	Drosophila pseudoobscura pseudoobscura	6	12
334026	pfam00352	5693	Trypanosoma cruzi	6	11
334026	pfam00352	5854	Plasmodium reichenowi	6	10
334026	pfam00352	75366	Sinocyclocheilus grahami	6	10
334026	pfam00352	307959	Sinocyclocheilus rhinocerous	6	10
334026	pfam00352	7220	Drosophila erecta	6	9
334026	pfam00352	7224	Drosophila hydei	6	9
334026	pfam00352	7260	Drosophila willistoni	6	9
334026	pfam00352	9646	Ailuropoda melanoleuca	6	9
334026	pfam00352	30023	Drosophila elegans	6	9
334026	pfam00352	43700	Monopterus albus	6	9
334026	pfam00352	282301	Macrostomum lignano	6	9
334026	pfam00352	8090	Oryzias latipes	6	8
334026	pfam00352	9244	Calypte anna	6	8
334026	pfam00352	42026	Drosophila bipectinata	6	8
334026	pfam00352	57412	Colius striatus	6	8
334026	pfam00352	79923	Clonorchis sinensis	6	8
334026	pfam00352	211228	Cephus cinctus	6	8
334026	pfam00352	3634	Gossypium barbadense	6	7
334026	pfam00352	7868	Callorhinchus milii	6	7
334026	pfam00352	54380	Cariama cristata	6	7
334026	pfam00352	109280	Hippocampus comes	6	7
334026	pfam00352	121845	Diaphorina citri	6	7
334026	pfam00352	136037	Zootermopsis nevadensis	6	7
334026	pfam00352	1495067	Halostagnicola sp. A56	6	7
334026	pfam00352	4232	Helianthus annuus	6	6
334026	pfam00352	4540	Panicum miliaceum	6	6
334026	pfam00352	6265	Toxocara canis	6	6
334026	pfam00352	7263	Drosophila arizonae	6	6
334026	pfam00352	7266	Drosophila guanche	6	6
334026	pfam00352	28584	Drosophila suzukii	6	6
334026	pfam00352	30025	Drosophila ficusphila	6	6
334026	pfam00352	32473	Xiphophorus couchianus	6	6
334026	pfam00352	52838	Musa balbisiana	6	6
334026	pfam00352	65357	Albugo candida	6	6
334026	pfam00352	78828	Phalaenopsis equestris	6	6
334026	pfam00352	105231	Klebsormidium nitens	6	6
334026	pfam00352	147828	Opisthorchis felineus	6	6
334026	pfam00352	232323	Hypsibius dujardini	6	6
334026	pfam00352	299321	Denticeps clupeoides	6	6
334026	pfam00352	717982	Auricularia subglabra TFB-10046 SS5	6	6
334026	pfam00352	1573173	Colletotrichum incanum	6	6
334026	pfam00352	1765057	Halobacterium sp. CBA1132	6	6
334026	pfam00352	2018661	Diploscapter pachys	6	6
334026	pfam00352	2250258	Archaeoglobales archaeon	6	6
334026	pfam00352	46523	Cryptasterina pentagona	5	236
334026	pfam00352	2209	Methanosarcina mazei	5	71
334026	pfam00352	1644061	Natrialbaceae	5	55
334026	pfam00352	106582	Maylandia zebra	5	26
334026	pfam00352	8030	Salmo salar	5	21
334026	pfam00352	905826	Marine Group I	5	20
334026	pfam00352	38654	Alligator sinensis	5	14
334026	pfam00352	2160	Methanobacterium	5	13
334026	pfam00352	109461	Varroa destructor	5	13
334026	pfam00352	5855	Plasmodium vivax	5	11
334026	pfam00352	7238	Drosophila sechellia	5	10
334026	pfam00352	29282	Haloarcula japonica	5	10
334026	pfam00352	63740	Halorubrum vacuolatum	5	10
334026	pfam00352	72664	Eutrema salsugineum	5	10
334026	pfam00352	308853	Natronorubrum thiooxidans	5	10
334026	pfam00352	370355	Entamoeba invadens IP1	5	10
334026	pfam00352	419612	Camelus ferus	5	10
334026	pfam00352	423536	Perkinsus marinus ATCC 50983	5	10
334026	pfam00352	1126245	Haloplanus salinus	5	10
334026	pfam00352	2226	Methanococcoides methylutens	5	9
334026	pfam00352	6198	Opisthorchis viverrini	5	9
334026	pfam00352	6210	Echinococcus granulosus	5	9
334026	pfam00352	7091	Bombyx mori	5	9
334026	pfam00352	9798	Equus przewalskii	5	9
334026	pfam00352	302484	Haloferax larsenii	5	9
334026	pfam00352	1234273	Tachysurus fulvidraco	5	9
334026	pfam00352	1407499	Halobacterium hubeiense	5	9
334026	pfam00352	2198	Methanoculleus marisnigri	5	8
334026	pfam00352	4182	Sesamum indicum	5	8
334026	pfam00352	4555	Setaria italica	5	8
334026	pfam00352	7213	Ceratitis capitata	5	8
334026	pfam00352	7739	Branchiostoma floridae	5	8
334026	pfam00352	8022	Oncorhynchus mykiss	5	8
334026	pfam00352	8469	Chelonia mydas	5	8
334026	pfam00352	9685	Felis catus	5	8
334026	pfam00352	80765	Aphis gossypii	5	8
334026	pfam00352	85066	Corvus brachyrhynchos	5	8
334026	pfam00352	103372	Acromyrmex echinatior	5	8
334026	pfam00352	205130	Mastacembelus armatus	5	8
334026	pfam00352	206008	Panicum hallii	5	8
334026	pfam00352	2285	Sulfolobus acidocaldarius	5	7
334026	pfam00352	3218	Physcomitrella patens	5	7
334026	pfam00352	6279	Brugia malayi	5	7
334026	pfam00352	7539	Leptinotarsa decemlineata	5	7
334026	pfam00352	7918	Lepisosteus oculatus	5	7
334026	pfam00352	27687	Erpetoichthys calabaricus	5	7
334026	pfam00352	30419	Opisthocomus hoazin	5	7
334026	pfam00352	42345	Phoenix dactylifera	5	7
334026	pfam00352	72004	Bos mutus	5	7
334026	pfam00352	108931	Nilaparvata lugens	5	7
334026	pfam00352	116153	Aethina tumida	5	7
334026	pfam00352	143950	Sipha flava	5	7
334026	pfam00352	2250257	Candidatus Verstraetearchaeota archaeon	5	7
334026	pfam00352	2711	Citrus sinensis	5	6
334026	pfam00352	3726	Raphanus sativus	5	6
334026	pfam00352	3821	Cajanus cajan	5	6
334026	pfam00352	8208	Notothenia coriiceps	5	6
334026	pfam00352	9430	Desmodus rotundus	5	6
334026	pfam00352	29159	Crassostrea gigas	5	6
334026	pfam00352	35883	Ipomoea nil	5	6
334026	pfam00352	37653	Octopus bimaculoides	5	6
334026	pfam00352	48698	Poecilia formosa	5	6
334026	pfam00352	64144	Anabas testudineus	5	6
334026	pfam00352	611791	Phytophthora palmivora var. palmivora	5	6
334026	pfam00352	1841481	Seriola lalandi dorsalis	5	6
334026	pfam00352	3900	Trifolium subterraneum	5	5
334026	pfam00352	6192	Fasciola hepatica	5	5
334026	pfam00352	6973	Blattella germanica	5	5
334026	pfam00352	7274	Drosophila serrata	5	5
334026	pfam00352	7897	Latimeria chalumnae	5	5
334026	pfam00352	8153	Haplochromis burtoni	5	5
334026	pfam00352	10195	Brachionus plicatilis	5	5
334026	pfam00352	29029	Drosophila eugracilis	5	5
334026	pfam00352	29030	Drosophila takahashii	5	5
334026	pfam00352	29170	Ancylostoma caninum	5	5
334026	pfam00352	30033	Drosophila kikkawai	5	5
334026	pfam00352	36087	Trichuris trichiura	5	5
334026	pfam00352	37003	Kryptolebias marmoratus	5	5
334026	pfam00352	54374	Mesitornis unicolor	5	5
334026	pfam00352	54383	Eurypyga helias	5	5
334026	pfam00352	57068	Acanthisitta chloris	5	5
334026	pfam00352	57421	Merops nubicus	5	5
334026	pfam00352	61180	Oesophagostomum dentatum	5	5
334026	pfam00352	68886	Theileria orientalis	5	5
334026	pfam00352	115547	uncultured archaeon	5	5
334026	pfam00352	125945	Drosophila biarmipes	5	5
334026	pfam00352	158386	Olea europaea var. sylvestris	5	5
334026	pfam00352	180675	Salvia splendens	5	5
334026	pfam00352	187382	Chlamydotis macqueenii	5	5
334026	pfam00352	240159	Collichthys lucidus	5	5
334026	pfam00352	246437	Tupaia chinensis	5	5
334026	pfam00352	376171	Haloplanus natans	5	5
334026	pfam00352	994334	Jimgerdemannia flammicorona	5	5
334026	pfam00352	1041015	Drosophila rhopaloa	5	5
334026	pfam00352	1314781	Exidia glandulosa HHB12029	5	5
334026	pfam00352	1448860	Halobellus rufus	5	5
334026	pfam00352	1477025	Hyposmocoma kahamanoa	5	5
334026	pfam00352	1590841	Actinidia chinensis var. chinensis	5	5
334026	pfam00352	1698264	candidate division MSBL1 archaeon SCGC-AAA259E19	5	5
334026	pfam00352	1710538	Halosimplex sp. YPL4	5	5
334026	pfam00352	1803816	Thermoplasmatales archaeon SG8-52-1	5	5
334026	pfam00352	1906667	Methanomassiliicoccales archaeon	5	5
334026	pfam00352	2026764	Nanoarchaeota archaeon	5	5
334026	pfam00352	2293855	Methanocalculus sp. MSAO_Arc2	5	5
334026	pfam00352	8932	Columba livia	4	51
334026	pfam00352	9544	Macaca mulatta	4	23
334026	pfam00352	2252	Haloferax mediterranei	4	20
334026	pfam00352	2172	Methanobrevibacter	4	16
334026	pfam00352	2263	Thermococcus	4	16
334026	pfam00352	7159	Aedes aegypti	4	15
334026	pfam00352	9615	Canis lupus familiaris	4	14
334026	pfam00352	9305	Sarcophilus harrisii	4	13
334026	pfam00352	9691	Panthera pardus	4	13
334026	pfam00352	660522	Haloplanus aerogenes	4	12
334026	pfam00352	6239	Caenorhabditis elegans	4	11
334026	pfam00352	1088740	Nitrosarchaeum koreense	4	11
334026	pfam00352	2015173	Ooceraea biroi	4	11
334026	pfam00352	8019	Oncorhynchus kisutch	4	10
334026	pfam00352	104421	Camponotus floridanus	4	10
334026	pfam00352	1591054	Thermococcus sp. EP1	4	10
334026	pfam00352	1898749	Candidatus Nitrosomarinus catalina	4	10
334026	pfam00352	7070	Tribolium castaneum	4	9
334026	pfam00352	8010	Esox lucius	4	9
334026	pfam00352	31271	Plasmodium chabaudi chabaudi	4	9
334026	pfam00352	40151	Monodon monoceros	4	9
334026	pfam00352	55802	Thermococcus barophilus	4	9
334026	pfam00352	2201	Methanofollis liminatans	4	8
334026	pfam00352	4155	Erythranthe guttata	4	8
334026	pfam00352	4781	Plasmopara halstedii	4	8
334026	pfam00352	5858	Plasmodium malariae	4	8
334026	pfam00352	7668	Strongylocentrotus purpuratus	4	8
334026	pfam00352	41447	Seriola dumerili	4	8
334026	pfam00352	85681	Citrus clementina	4	8
334026	pfam00352	88036	Selaginella moellendorffii	4	8
334026	pfam00352	143995	Megachile rotundata	4	8
334026	pfam00352	180454	Anopheles gambiae str. PEST	4	8
334026	pfam00352	392421	Haloterrigena hispanica	4	8
334026	pfam00352	412030	Paramecium tetraurelia strain d4-2	4	8
334026	pfam00352	413812	Natronococcus jeotgali	4	8
334026	pfam00352	416273	Natronomonas moolapensis	4	8
334026	pfam00352	456900	Cyphomyrmex costatus	4	8
334026	pfam00352	475088	Methanosphaerula palustris	4	8
334026	pfam00352	555874	Haloplanus vescus	4	8
334026	pfam00352	1502292	Marine Group I thaumarchaeote SCGC AAA799-E16	4	8
334026	pfam00352	1712654	Thermococcus piezophilus	4	8
334026	pfam00352	2249761	Halorubrum sp. 48-1-W	4	8
334026	pfam00352	2321230	Halococcus sp. IIIV-5B	4	8
334026	pfam00352	2497325	Halorubrum sp. BOL3-1	4	8
334026	pfam00352	10093	Mus pahari	4	7
334026	pfam00352	29053	Copidosoma floridanum	4	7
334026	pfam00352	34720	Trachymyrmex septentrionalis	4	7
334026	pfam00352	35570	Stomoxys calcitrans	4	7
334026	pfam00352	42514	Pygocentrus nattereri	4	7
334026	pfam00352	178035	Dufourea novaeangliae	4	7
334026	pfam00352	403181	Haloferax mucosum	4	7
334026	pfam00352	647221	Plasmodium gaboni	4	7
334026	pfam00352	742174	Melanaphis sacchari	4	7
334026	pfam00352	1676925	Paramormyrops kingsleyae	4	7
334026	pfam00352	2077204	Haloferax sp. Atlit-10N	4	7
334026	pfam00352	3635	Gossypium hirsutum	4	6
334026	pfam00352	8083	Xiphophorus maculatus	4	6
334026	pfam00352	8255	Paralichthys olivaceus	4	6
334026	pfam00352	8996	Numida meleagris	4	6
334026	pfam00352	13616	Monodelphis domestica	4	6
334026	pfam00352	27337	Verticillium dahliae	4	6
334026	pfam00352	30464	Nothoprocta perdicaria	4	6
334026	pfam00352	64176	Podarcis muralis	4	6
334026	pfam00352	69319	Microplitis demolitor	4	6
334026	pfam00352	69820	Spodoptera litura	4	6
334026	pfam00352	71139	Eucalyptus grandis	4	6
334026	pfam00352	104688	Bactrocera oleae	4	6
334026	pfam00352	118126	Methanoculleus chikugoensis	4	6
334026	pfam00352	210632	Parambassis ranga	4	6
334026	pfam00352	414004	Cenarchaeum symbiosum A	4	6
334026	pfam00352	441366	Gouania willdenowi	4	6
334026	pfam00352	699431	Halolamina pelagica	4	6
334026	pfam00352	864141	Plasmodium ovale curtisi	4	6
334026	pfam00352	1008153	Halalkalicoccus paucihalophilus	4	6
334026	pfam00352	1048396	Halopenitus persicus	4	6
334026	pfam00352	1173487	Halorubrum sp. AJ67	4	6
334026	pfam00352	1498500	Halorubrum sp. BV1	4	6
334026	pfam00352	2250276	Hadesarchaea archaeon	4	6
334026	pfam00352	2507556	Candidatus Nitrosotenuis sp.	4	6
334026	pfam00352	3871	Lupinus angustifolius	4	5
334026	pfam00352	7038	Bemisia tabaci	4	5
334026	pfam00352	7998	Ictalurus punctatus	4	5
334026	pfam00352	9172	Sturnus vulgaris	4	5
334026	pfam00352	9238	Pygoscelis adeliae	4	5
334026	pfam00352	9793	Equus asinus	4	5
334026	pfam00352	10160	Octodon degus	4	5
334026	pfam00352	13735	Pelodiscus sinensis	4	5
334026	pfam00352	79200	Daucus carota subsp. sativus	4	5
334026	pfam00352	79782	Cimex lectularius	4	5
334026	pfam00352	94827	Tinamus guttatus	4	5
334026	pfam00352	99883	Tetraodon nigroviridis	4	5
334026	pfam00352	105023	Nothobranchius furzeri	4	5
334026	pfam00352	110368	Bicyclus anynana	4	5
334026	pfam00352	176946	Python bivittatus	4	5
334026	pfam00352	218467	Centruroides sculpturatus	4	5
334026	pfam00352	441894	Struthio camelus australis	4	5
334026	pfam00352	613905	Nylanderia fulva	4	5
334026	pfam00352	649802	Pipra filicauda	4	5
334026	pfam00352	885580	Fukomys damarensis	4	5
334026	pfam00352	888268	Dichanthelium oligosanthes	4	5
334026	pfam00352	1526048	Haloferax sp. Q22	4	5
334026	pfam00352	1698261	candidate division MSBL1 archaeon SCGC-AAA259D14	4	5
334026	pfam00352	1698267	candidate division MSBL1 archaeon SCGC-AAA259I09	4	5
334026	pfam00352	2056316	Methanophagales archaeon	4	5
334026	pfam00352	3712	Brassica oleracea	4	4
334026	pfam00352	4572	Triticum urartu	4	4
334026	pfam00352	4615	Ananas comosus	4	4
334026	pfam00352	4686	Asparagus officinalis	4	4
334026	pfam00352	4790	Phytophthora nicotianae	4	4
334026	pfam00352	4795	Phytophthora megakarya	4	4
334026	pfam00352	6269	Anisakis simplex	4	4
334026	pfam00352	6293	Wuchereria bancrofti	4	4
334026	pfam00352	6339	Heligmosomoides polygyrus	4	4
334026	pfam00352	6850	Limulus polyphemus	4	4
334026	pfam00352	6956	Dermatophagoides pteronyssinus	4	4
334026	pfam00352	9209	Phalacrocorax carbo	4	4
334026	pfam00352	9361	Dasypus novemcinctus	4	4
334026	pfam00352	29078	Eptesicus fuscus	4	4
334026	pfam00352	29172	Dictyocaulus viviparus	4	4
334026	pfam00352	32507	Neolamprologus brichardi	4	4
334026	pfam00352	33528	Gambusia affinis	4	4
334026	pfam00352	39946	Oryza sativa Indica Group	4	4
334026	pfam00352	44394	Zonotrichia albicollis	4	4
334026	pfam00352	49369	Coffea eugenioides	4	4
334026	pfam00352	51022	Ancylostoma duodenale	4	4
334026	pfam00352	51655	Plutella xylostella	4	4
334026	pfam00352	51953	Elaeis guineensis	4	4
334026	pfam00352	56723	Labrus bergylta	4	4
334026	pfam00352	60516	Dibothriocephalus latus	4	4
334026	pfam00352	63057	Trema orientale	4	4
334026	pfam00352	69181	Brassica cretica	4	4
334026	pfam00352	80972	Amphiprion ocellaris	4	4
334026	pfam00352	88456	Cyclospora cayetanensis	4	4
334026	pfam00352	90426	Methanothrix sp.	4	4
334026	pfam00352	97097	Phaethon lepturus	4	4
334026	pfam00352	100787	Verticillium longisporum	4	4
334026	pfam00352	104452	Operophtera brumata	4	4
334026	pfam00352	114398	Parasteatoda tepidariorum	4	4
334026	pfam00352	114742	Pythium insidiosum	4	4
334026	pfam00352	123683	Oryzias javanicus	4	4
334026	pfam00352	144197	Stegastes partitus	4	4
334026	pfam00352	151549	Eumeta japonica	4	4
334026	pfam00352	188379	Egretta garzetta	4	4
334026	pfam00352	191816	Lynx pardinus	4	4
334026	pfam00352	241478	Soboliphyme baturini	4	4
334026	pfam00352	279965	Antrostomus carolinensis	4	4
334026	pfam00352	286706	Halyomorpha halys	4	4
334026	pfam00352	307972	Apostichopus japonicus	4	4
334026	pfam00352	326594	Ceratosolen solmsi marchali	4	4
334026	pfam00352	387005	Onchocerca flexuosa	4	4
334026	pfam00352	400727	Pomacea canaliculata	4	4
334026	pfam00352	407821	Stegodyphus mimosarum	4	4
334026	pfam00352	418985	Tropilaelaps mercedesae	4	4
334026	pfam00352	454923	Diachasma alloeum	4	4
334026	pfam00352	680683	Amyelois transitella	4	4
334026	pfam00352	981085	Morus notabilis	4	4
334026	pfam00352	1198116	Thermoplasmatales archaeon SCGC AB-539-N05	4	4
334026	pfam00352	1508454	Haloferax sp. ATB1	4	4
334026	pfam00352	1698260	candidate division MSBL1 archaeon SCGC-AAA259B11	4	4
334026	pfam00352	1698269	candidate division MSBL1 archaeon SCGC-AAA259J03	4	4
334026	pfam00352	1811728	Methanomassiliicoccales archaeon PtaB.Bin215	4	4
334026	pfam00352	1890364	Planoprotostelium fungivorum	4	4
334026	pfam00352	2012491	Candidatus Lokiarchaeota archaeon Loki_b32	4	4
334026	pfam00352	2013817	Methanomicrobiales archaeon HGW-Methanomicrobiales-1	4	4
334026	pfam00352	2013820	Methanomicrobiales archaeon HGW-Methanomicrobiales-4	4	4
334026	pfam00352	2026747	Candidatus Heimdallarchaeota archaeon	4	4
334026	pfam00352	2026768	Nitrosopumilales archaeon	4	4
334026	pfam00352	2250275	Candidatus Hydrothermarchaeota archaeon	4	4
334026	pfam00352	2483409	Nothophytophthora sp. Chile5	4	4
334026	pfam00352	2485498	Methanoregulaceae archaeon	4	4
334026	pfam00352	2505976	Halorussus sp. LYG-36	4	4
334026	pfam00352	2528041	Methanomassiliicoccus sp.	4	4
334026	pfam00352	2528830	Halostella sp. LYG-109	4	4
334026	pfam00352	2562280	Halomicroarcula sp. LR21	4	4
334026	pfam00352	59729	Taeniopygia guttata	3	51
334026	pfam00352	36329	Plasmodium falciparum 3D7	3	32
334026	pfam00352	129105	Drosophila santomea	3	24
334026	pfam00352	294381	Entamoeba histolytica HM-1:IMSS	3	22
334026	pfam00352	508771	Toxoplasma gondii ME49	3	22
334026	pfam00352	245174	Wallemia ichthyophaga	3	20
334026	pfam00352	761204	Phytophthora parasitica INRA-310	3	19
334026	pfam00352	8364	Xenopus tropicalis	3	17
334026	pfam00352	1157616	Hortaea werneckii EXF-2000	3	17
334026	pfam00352	128390	Nipponia nippon	3	16
334026	pfam00352	130453	Arachis duranensis	3	16
334026	pfam00352	212035	Acanthamoeba polyphaga mimivirus	3	16
334026	pfam00352	44930	Natronobacterium gregoryi	3	15
334026	pfam00352	310752	Balaenoptera acutorostrata scammoni	3	13
334026	pfam00352	32536	Acinonyx jubatus	3	12
334026	pfam00352	35019	Thamnophis sirtalis	3	12
334026	pfam00352	35746	Haloferax gibbonsii	3	11
334026	pfam00352	60847	Halogeometricum borinquense	3	11
334026	pfam00352	3885	Phaseolus vulgaris	3	10
334026	pfam00352	5851	Plasmodium knowlesi strain H	3	10
334026	pfam00352	12957	Atta cephalotes	3	10
334026	pfam00352	610380	Harpegnathos saltator	3	10
334026	pfam00352	4096	Nicotiana sylvestris	3	9
334026	pfam00352	29058	Helicoverpa armigera	3	9
334026	pfam00352	175836	Buceros rhinoceros silvestris	3	9
334026	pfam00352	572307	Neospora caninum Liverpool	3	9
334026	pfam00352	1073996	Halohasta litchfieldiae	3	9
334026	pfam00352	1236180	Halopelagius longus	3	9
334026	pfam00352	1437191	Osmia bicornis bicornis	3	9
334026	pfam00352	4098	Nicotiana tomentosiformis	3	8
334026	pfam00352	5477	[Candida] boidinii	3	8
334026	pfam00352	7176	Culex quinquefasciatus	3	8
334026	pfam00352	9940	Ovis aries	3	8
334026	pfam00352	103695	Pogona vitticeps	3	8
334026	pfam00352	172049	Thermococcus sibiricus	3	8
334026	pfam00352	277988	Thermococcus thioreducens	3	8
334026	pfam00352	869250	Theileria orientalis strain Shintoku	3	8
334026	pfam00352	1007084	Candidatus Nitrosarchaeum limnium	3	8
